%time,field
1697994411306572352,1538
1697994411353331456,1537
1697994411403291776,1538
1697994411453215648,1540
1697994411503826016,1050
1697994411564284928,1540
1697994411613399584,1546
1697994411663867904,1545
1697994411713208512,1548
1697994411763333280,1544
1697994411823345920,1546
1697994411874116064,1547
1697994411923141728,1547
1697994411973224960,1563
1697994412023781184,1571
1697994412083780320,1569
1697994412134212352,1550
1697994412183589280,1549
1697994412234850240,1547
1697994412283208608,1545
1697994412343196832,1546
1697994412393536480,1546
1697994412443918816,1547
1697994412493620256,1546
1697994412561042624,1546
1697994412603736768,1547
1697994412653599360,1547
1697994412703452864,1548
1697994412753546432,1547
1697994412813213504,1546
1697994412863738080,1548
1697994412915973568,1547
1697994412963640064,1552
1697994413013316096,1551
1697994413073683520,1553
1697994413124555840,1551
1697994413173360320,1551
1697994413223290400,1552
1697994413273210016,1551
1697994413334218528,1550
1697994413383172352,1550
1697994413433732000,1549
1697994413483468640,1067
1697994413533594176,1549
1697994413593552032,1550
1697994413643201440,1536
1697994413693329984,1548
1697994413744277952,1543
1697994413805909984,1542
1697994413853222784,1542
1697994413903196800,1544
1697994413953563040,1546
1697994414004488064,1548
1697994414063256896,1548
1697994414113913472,1548
1697994414166791808,1548
1697994414216468864,1546
1697994414263617984,1437
1697994414323263776,1545
1697994414374161952,1542
1697994414423693472,1541
1697994414474229568,1542
1697994414523148352,1536
1697994414583977792,1542
1697994414634570976,1542
1697994414683484672,1542
1697994414733894720,1542
1697994414783261344,1542
1697994414836620544,1543
1697994414893551104,1543
1697994414944411072,1540
1697994414993475648,1540
1697994415053894048,1539
1697994415103957696,1540
1697994415153295872,1542
1697994415203083424,1540
1697994415254515136,1539
1697994415313310528,1543
1697994415363319552,1553
1697994415413655520,1583
1697994415467512192,1184
1697994415513258432,1584
1697994415573752160,1553
1697994415623503552,1539
1697994415675877440,1537
1697994415724324928,1538
1697994415773380192,1537
1697994415833309696,1538
1697994415883543328,1543
1697994415934729888,1548
1697994415983288704,1549
1697994416034194336,1547
1697994416094176704,1546
1697994416143988288,1547
1697994416194288960,1547
1697994416243171072,1429
1697994416303348320,1550
1697994416356516032,1549
1697994416403361536,1548
1697994416453710592,1548
1697994416503330496,1486
1697994416565885728,1550
1697994416613621792,1555
1697994416663207776,1555
1697994416713599648,1557
1697994416763339488,1557
1697994416823125632,1557
1697994416873326304,1556
1697994416926805856,1556
1697994416973872224,1557
1697994417027993984,1555
1697994417083216704,1556
1697994417133317088,1554
1697994417183381632,1555
1697994417233222624,1556
1697994417284370240,1554
1697994417347551104,1555
1697994417393323424,1554
1697994417443470880,1555
1697994417493350880,1555
1697994417553200288,1555
1697994417603625376,1555
1697994417653923424,1554
1697994417703641952,1556
1697994417753682144,1554
1697994417814209408,1554
1697994417863324160,1554
1697994417913513376,1555
1697994417963745376,1556
1697994418013730560,1553
1697994418073333824,1553
1697994418123190400,1555
1697994418174531328,1554
1697994418223215008,1553
1697994418274367168,1553
1697994418334122720,1555
1697994418383213024,1554
1697994418433189408,1553
1697994418483226624,1553
1697994418536157920,1554
1697994418593657856,1553
1697994418646005408,1553
1697994418693426336,1554
1697994418743447136,1552
1697994418804013664,1553
1697994418853189088,1553
1697994418903560768,1552
1697994418953757440,1553
1697994419003406400,1553
1697994419057385632,1553
1697994419113287008,1552
1697994419163592192,1552
1697994419213443296,1550
1697994419263815904,1552
1697994419323079008,1551
1697994419373172992,1552
1697994419423520800,1224
1697994419474406208,1550
1697994419525307360,1552
1697994419583679360,1551
1697994419633379360,1551
1697994419683611968,1551
1697994419733776864,1551
1697994419783721728,1551
1697994419844181184,1550
1697994419894890080,1550
1697994419944219648,1552
1697994419993696192,1552
1697994420055692000,1552
1697994420103470688,1552
1697994420154240448,1552
1697994420205315040,1551
1697994420253301056,1551
1697994420313956800,1552
1697994420363291680,1551
1697994420413808288,1550
1697994420463797248,1550
1697994420513716512,1550
1697994420574351744,1550
1697994420623531296,1549
1697994420673610752,1544
1697994420724239616,1541
1697994420773516256,1537
1697994420833440512,1529
1697994420883520736,1522
1697994420933256032,1511
1697994420983689056,1502
1697994421033317504,1503
1697994421093573632,1502
1697994421143712320,1502
1697994421194112064,1501
1697994421243804608,1502
1697994421303230720,1501
1697994421353190496,1501
1697994421403294272,1120
1697994421453780736,1521
1697994421503692576,1522
1697994421563298560,1546
1697994421615013600,1549
1697994421663342720,1545
1697994421713330848,1540
1697994421763174720,1536
1697994421823274336,1534
1697994421874011968,1538
1697994421923558880,1537
1697994421973435168,1537
1697994422023311072,1537
